FIPS,P00_TF_T,P00_TM_T,NMR_TF0,NMR_TF5,NMR_TF10,NMR_TF15,NMR_TF20,NMR_TF25,NMR_TF30,NMR_TF35,NMR_TF40,NMR_TF45,NMR_TF50,NMR_TF55,NMR_TF60,NMR_TF65,NMR_TF70,NMR_TF75,NMR_TF80,NMR_TF85,NMR_TM0,NMR_TM5,NMR_TM10,NMR_TM15,NMR_TM20,NMR_TM25,NMR_TM30,NMR_TM35,NMR_TM40,NMR_TM45,NMR_TM50,NMR_TM55,NMR_TM60,NMR_TM65,NMR_TM70,NMR_TM75,NMR_TM80,NMR_TM85
01001,22441,21538,0.09,0.27,0.29,0.12,-0.15,0.01,0.43,0.47,0.27,0.15,0.09,0.23,0.08,0.15,0.15,0.11,0.12,0.08,0.12,0.33,0.33,0.1,-0.22,-0.08,0.39,0.5,0.32,0.27,0.07,0.17,0.15,0.22,0.17,0.13,0.16,0.22
01003,70947,69192,0.07,0.31,0.38,0.29,-0.03,0.17,0.6,0.48,0.47,0.41,0.44,0.49,0.5,0.49,0.24,0.17,0.16,0.34,0.09,0.35,0.41,0.27,-0.04,0.11,0.67,0.6,0.51,0.45,0.38,0.53,0.57,0.69,0.5,0.25,0.11,0.02
01005,14024,15365,0.04,0.07,0.06,-0.11,-0.29,-0.18,0.02,0.06,0.1,0.05,0.06,0.11,0.11,0.1,0.02,0.04,-0.09,-0.16,0.09,0.04,0.01,-0.04,0.11,0.21,0.54,0.46,0.35,0.17,0.24,0.26,0.21,0.18,0.09,0.01,-0.01,-0.3
01007,10004,10895,0.01,0.26,0.19,0.01,-0.07,-0.01,0.22,0.18,0.18,0.12,0.21,0.12,0.3,0.1,0.12,0.18,-0.04,0,0.1,0.2,0.1,0.01,0.09,0.26,0.49,0.44,0.43,0.38,0.25,0.19,0.5,0.33,0.16,0.2,-0.05,0.46
01009,25282,25496,0.15,0.35,0.3,0.17,0.02,0.13,0.35,0.32,0.22,0.2,0.2,0.24,0.16,0.18,0.19,0.11,0,0.04,0.2,0.36,0.32,0.25,0.1,0.19,0.39,0.37,0.29,0.31,0.19,0.23,0.3,0.23,0.21,0.16,0.2,0.15
01011,5548,6364,0.01,-0.02,-0.19,-0.15,-0.29,-0.27,-0.11,-0.03,0,0.03,0.1,0.09,0.07,0,0,0.07,-0.1,-0.2,-0.07,0.02,-0.18,-0.14,0.15,0.39,0.26,0.16,0.16,0.05,0.24,0.09,0.27,0.09,-0.07,0.01,0.08,0.17
01013,11301,10173,-0.04,0.07,-0.08,-0.11,-0.34,-0.28,-0.03,0.05,-0.06,0.08,0.03,0.11,0.1,0.11,0.01,-0.02,-0.03,-0.15,-0.04,0.12,-0.06,-0.18,-0.4,-0.4,0.04,0.05,0.02,0.08,0.11,0.11,0.16,0.19,0.06,0.01,-0.09,-0.08
01015,58236,54330,-0.08,-0.1,-0.06,-0.02,-0.01,-0.27,-0.23,-0.09,-0.06,-0.03,-0.02,0.01,0.01,0.03,0,-0.02,-0.02,-0.1,-0.09,-0.09,-0.07,-0.02,-0.08,-0.3,-0.28,-0.11,-0.08,-0.04,-0.01,-0.03,0.05,0.05,-0.03,0,-0.05,-0.14
01017,19210,17627,0.06,-0.02,-0.05,-0.13,-0.18,-0.17,-0.07,-0.04,-0.01,0.01,0.04,0.07,0.08,-0.01,0.01,0.02,-0.04,-0.19,0.05,-0.04,-0.09,-0.1,-0.25,-0.19,-0.05,-0.01,0,0.05,0.07,0.07,0.08,0.07,0.04,-0.03,0.01,-0.2
01019,12049,11803,0.11,0.38,0.28,0.12,-0.05,0.05,0.22,0.23,0.28,0.22,0.25,0.41,0.33,0.25,0.16,0.1,0.03,0.17,0.15,0.24,0.23,0.08,-0.16,0.02,0.26,0.31,0.19,0.24,0.3,0.36,0.49,0.58,0.25,-0.01,-0.07,0.03
01021,19928,19792,0.17,0.24,0.25,0.07,0.01,0.11,0.3,0.2,0.16,0.17,0.19,0.19,0.22,0.11,0.1,0.01,-0.07,-0.2,0.2,0.3,0.25,0.13,0,0.15,0.29,0.32,0.22,0.2,0.22,0.2,0.31,0.15,0.2,0.05,0.02,-0.24
01023,8361,7614,0,-0.01,-0.03,-0.11,-0.35,-0.31,-0.03,0.01,-0.03,0.04,0.06,0.07,0.09,-0.04,0.01,0.02,-0.08,-0.25,0.02,-0.01,-0.06,-0.14,-0.43,-0.38,-0.05,-0.02,0.04,0.02,0.11,0.06,0.15,0.17,0.01,0,-0.04,-0.13
01025,14598,13418,-0.05,0.03,0.02,-0.12,-0.33,-0.22,0,0.02,0.04,-0.01,0,0.01,0.01,0.05,-0.03,-0.02,0.03,-0.09,-0.05,-0.02,0.01,-0.1,-0.4,-0.34,-0.05,0.04,0.05,0.05,0.04,0.06,0.02,0.02,0,-0.12,-0.08,-0.06
01027,7243,7007,-0.01,0.11,0.16,-0.02,-0.19,-0.13,0.01,0.1,0.14,0.14,0.03,0.1,0.13,0.04,0.05,0.06,-0.02,-0.11,0.02,0.13,0.07,0.1,-0.21,-0.13,-0.02,0.19,0.1,0.14,0.19,0.04,0.2,0.22,0.09,0.07,0.14,0.02
01029,7016,7051,0.02,0.26,-0.01,0.01,-0.14,-0.04,0.15,0.09,0,0.15,0.18,0.07,0.17,0.08,0.03,-0.05,-0.09,0.11,0.09,0.19,0.13,0.04,-0.21,-0.06,0.09,0.17,0.08,0.26,0.18,0.09,0.27,0.33,-0.01,0.08,-0.1,-0.25
01031,22179,21535,0.04,0.01,0.08,0.1,-0.11,-0.11,0.04,0.02,0.09,0.04,0.02,0.05,0.06,0.05,0.02,0.11,-0.17,0.02,0,0.02,0.1,0.08,-0.08,-0.01,-0.04,-0.02,0.05,0.08,0.03,-0.01,0.08,0.05,0.06,0.06,-0.15,-0.16
01033,28458,26531,0.02,0.13,0.01,0.03,-0.1,0,0.08,0.02,0.05,0.08,0.05,0.06,0.06,0.01,-0.02,-0.05,-0.05,0.05,0.03,0.09,0.04,-0.04,-0.2,-0.06,0.03,0.06,0.12,0.05,0.11,0.09,0.06,0.02,0,-0.05,-0.04,-0.13
01035,7363,6769,-0.06,-0.01,0.06,-0.15,-0.32,-0.2,0.03,0.02,0.01,0.08,0.2,0.15,0.24,0.11,-0.11,-0.11,-0.18,-0.24,-0.01,-0.07,-0.08,-0.13,-0.36,-0.25,0.02,0.02,0.02,0.05,0.21,0.1,0.23,0.18,0.18,-0.04,-0.26,-0.32
01037,5918,6341,0.17,0.14,-0.08,-0.01,-0.2,-0.15,-0.02,0.02,0.13,0.15,0.3,0.06,0.19,0,-0.05,-0.13,-0.13,-0.33,0.27,0.23,0.03,-0.06,0,0.01,0.25,0.23,0.16,0.23,0.24,0.18,0.21,0.05,0.1,0.08,-0.38,-0.36
01039,19422,18045,-0.03,0.09,0.01,-0.06,-0.21,-0.21,-0.01,0.05,0.09,0.06,0.07,0.08,0.1,0.05,0,0.03,0.01,-0.09,-0.03,0.06,0.04,-0.03,-0.29,-0.22,0.09,0.03,0.08,0.13,0.07,0.11,0.25,0.25,0.07,0.14,-0.05,-0.2
01041,7124,6506,-0.07,0.09,0,-0.11,-0.27,-0.17,0.01,0.1,0.05,0.06,0.1,0.05,0.15,0.06,-0.03,-0.04,-0.07,-0.21,0.02,0.16,-0.02,-0.09,-0.32,-0.26,-0.12,0.03,0.13,0.12,0.1,0.14,0.16,0.15,0,0.1,-0.24,-0.26
01043,38911,38286,0.1,0.19,0.13,0.08,-0.04,-0.01,0.13,0.11,0.12,0.12,0.09,0.12,0.13,0.12,0.07,0.05,0,-0.06,0.07,0.21,0.13,0.13,-0.02,0.04,0.17,0.2,0.14,0.17,0.13,0.13,0.23,0.14,0.07,0.1,0.05,-0.11
01045,24736,24719,0.04,-0.09,-0.26,-0.12,-0.1,0.01,-0.15,-0.24,-0.13,-0.06,-0.03,0.03,0.08,0.08,0.04,0.01,0.11,0.03,0.04,-0.05,-0.2,-0.13,-0.11,0.03,-0.35,-0.37,-0.16,-0.07,-0.03,0.02,0.09,0.12,0.13,0.04,0.03,0.18
01047,25160,21642,-0.09,-0.11,-0.14,-0.13,-0.31,-0.28,-0.12,-0.04,-0.01,-0.02,-0.02,-0.01,0.03,-0.01,-0.05,-0.07,-0.01,-0.17,-0.15,-0.12,-0.11,-0.16,-0.4,-0.42,-0.16,-0.05,0.04,0.05,-0.01,0.04,0.05,0.13,0.05,0.02,0.03,-0.07
01049,32630,31594,0.11,0.19,0.22,0.11,-0.02,0.11,0.26,0.19,0.14,0.1,0.14,0.09,0.16,0.07,0.04,-0.01,0,-0.06,0.08,0.2,0.17,0.12,0.02,0.09,0.31,0.22,0.19,0.13,0.14,0.13,0.14,0.18,0.07,0.13,-0.08,-0.18
01051,32495,33988,0.05,0.26,0.4,0.17,-0.03,0.28,0.52,0.44,0.32,0.32,0.28,0.19,0.14,0.1,0.08,0.09,0.22,0.32,0.07,0.19,0.32,0.28,0.31,0.38,0.27,0.34,0.23,0.24,0.25,0.2,0.2,0.18,0.11,0.18,-0.06,-0.05
01053,18842,19833,0.03,0.07,0.06,0.03,-0.21,-0.16,0.02,0.03,0.08,0.05,0.03,0.09,0.1,0.03,-0.04,0.05,0,-0.1,0.06,0.09,0.01,0,0.05,0.01,0.2,0.12,0.14,0.08,0.09,0.09,0.14,0.07,0.01,0.04,-0.03,0.09
01055,53646,49974,0.04,0.05,0.07,0.03,-0.13,-0.1,0.04,0.05,0.05,0.03,0,0.05,0.04,0.06,0.02,0.02,-0.05,-0.13,0.07,0.07,0.09,0.01,-0.13,-0.14,0.05,0.05,0.07,0.04,0.08,0.04,0.06,0.05,0.08,0.08,-0.06,-0.2
01057,9464,8971,0.09,0.15,0.08,-0.04,-0.26,-0.22,0.04,0.05,0.02,0.05,0.09,0.02,0.12,0.11,0.07,-0.06,0.01,-0.11,0.02,0.04,0.09,0.02,-0.26,-0.22,0.04,0.08,0.05,0.1,0.07,0.13,0.22,0.16,0.19,0.09,-0.14,-0.04
01059,15768,15416,0.04,0.14,0.07,0.06,-0.03,0.09,0.13,0.07,0.07,0.1,0.06,0.08,0.11,0.1,0,0.01,-0.07,-0.08,-0.04,0.16,0.18,0.15,0.07,0.15,0.18,0.28,0.09,0.15,0.1,0.1,0.13,0.23,0.07,0.13,-0.12,0.03
01061,13082,12553,-0.02,0.08,0.17,0.04,-0.25,-0.12,0.15,0.14,0.14,0.15,0.11,0.19,0.12,0.11,0.03,0,-0.01,-0.14,0.01,0.11,0.22,0.09,-0.21,-0.22,0.06,0.17,0.16,0.15,0.15,0.24,0.25,0.19,0.09,0.13,-0.02,-0.03
01063,5289,4835,-0.03,-0.1,-0.17,-0.21,-0.45,-0.31,-0.07,-0.03,0.07,0.03,0.1,0.12,0.09,-0.01,0,-0.1,-0.21,-0.2,0.01,-0.06,-0.11,-0.21,-0.49,-0.46,0.03,-0.02,0.09,0.23,0.19,0.24,0.13,0.11,0.13,0.19,-0.17,-0.32
01065,9036,8295,0.11,0.07,0.03,-0.08,-0.27,-0.15,0.18,0.07,0.08,0.09,0.22,0.19,0.08,0.16,-0.01,0,0.05,-0.09,0.08,0.1,0.05,-0.05,-0.33,-0.25,0.1,0.26,0.12,0.15,0.28,0.29,0.06,0.44,0.05,0.04,-0.01,-0.22
01067,8471,7837,0.06,0.03,-0.06,-0.01,-0.25,-0.21,0.04,0.04,0.14,0.12,0.2,0.16,0.12,0.03,0.11,-0.08,0.02,-0.14,0.05,-0.02,0.04,0.05,-0.28,-0.24,0.13,0.02,0.1,0.12,0.15,0.18,0.16,0.12,0.08,-0.08,-0.08,-0.13
01069,46426,42774,0.07,0.04,0.04,-0.06,-0.17,-0.01,0.12,0.05,0.02,0.06,0.02,0.01,0.05,0.08,0.03,0.05,0.04,0.04,0.04,0.04,0.01,-0.08,-0.22,-0.13,0.15,0.11,0.04,0.03,0.04,0.07,0.09,0.11,0.08,0.06,-0.03,-0.06
01071,27395,26355,0.07,0.12,0.13,0.05,-0.13,0.01,0.16,0.11,0.11,0.09,0.09,0.12,0.12,0.04,0.08,0.04,-0.06,0.08,0.08,0.15,0.17,0.1,-0.17,-0.01,0.21,0.13,0.16,0.11,0.12,0.13,0.11,0.21,0.07,0.03,0.03,0.01
01073,349902,319752,-0.01,-0.03,-0.05,-0.05,0.03,0.09,-0.03,-0.06,-0.05,-0.04,-0.07,-0.07,-0.08,-0.06,-0.06,-0.04,-0.08,-0.08,-0.01,-0.03,-0.04,-0.07,-0.04,0.09,0.04,-0.06,-0.03,-0.03,-0.07,-0.08,-0.07,-0.07,-0.09,-0.06,-0.09,-0.15
01075,8164,7726,0.09,0.18,-0.04,0.02,-0.22,-0.16,-0.02,0.01,0,0.03,0.04,0,0.06,0.03,-0.03,-0.06,-0.09,-0.24,-0.01,0.07,0.07,0.06,-0.21,-0.18,0.06,0.04,0.15,-0.01,0.02,-0.03,0.18,0.13,0.15,-0.09,-0.08,0.05
01077,45547,42338,0.06,0.07,0.1,0.11,0.19,-0.05,-0.08,0.09,0.09,0.12,0.07,0.05,0.09,0.08,0.02,0.03,0.05,-0.13,0.05,0.05,0.07,0.1,0.13,-0.03,-0.06,0.1,0.08,0.11,0.07,0.06,0.12,0.1,0.09,0.07,-0.1,-0.04
01079,17686,17272,0.11,0.16,0.07,0.01,-0.2,-0.04,0.09,0.11,0.09,0.09,0.09,0.11,0.08,0.07,-0.03,0.03,-0.06,-0.14,0.07,0.12,0.06,0.04,-0.18,-0.16,0.13,0.1,0.1,0.1,0.16,0.09,0.05,0.11,0.01,-0.05,-0.1,-0.29
01081,58465,57652,0.15,0.16,0.28,1.25,2.39,-0.13,-0.48,0.16,0.22,0.21,0.17,0.11,0.11,0.09,0.07,0.09,0.11,0.1,0.08,0.22,0.32,1.01,2.69,-0.01,-0.54,0.03,0.2,0.18,0.17,0.15,0.08,0.12,0.06,0.1,0.05,-0.18
01083,32121,33701,0.09,0.18,0.15,0.08,0.03,0.11,0.23,0.15,0.11,0.18,0.18,0.09,0.1,0.01,0.07,0.02,0.02,-0.04,0.11,0.17,0.18,0.12,0.17,0.23,0.32,0.17,0.16,0.16,0.11,0.12,0.05,0.1,-0.03,0.05,0,-0.19
01085,7141,6486,0.02,-0.06,-0.05,-0.09,-0.37,-0.32,0.01,-0.01,0.16,0.02,0.12,0.24,0.16,0.11,0.03,-0.12,-0.31,-0.18,-0.06,-0.05,-0.03,-0.11,-0.43,-0.39,-0.04,0.04,0.18,0.25,0.32,0.17,0.49,0.35,0.11,0.4,-0.08,-0.25
01087,12961,11433,-0.04,-0.15,-0.1,0.28,0.51,-0.53,-0.53,-0.15,-0.05,0.07,-0.01,0.13,0.18,-0.03,0.04,-0.02,-0.13,-0.29,0.02,-0.08,-0.15,0.23,0.34,-0.55,-0.57,-0.16,0.01,0.08,0.11,0.15,0.25,0.3,0.02,-0.1,-0.1,-0.39
01089,141030,136927,0.03,0.03,0.08,0.13,0.16,0.1,0.04,0.04,0.06,0.1,0.08,0.02,-0.04,-0.02,0.01,0.06,0.1,0.2,0.02,0.03,0.08,0.12,0.12,0.04,0.01,-0.02,0.02,0.07,0.05,0.02,-0.02,-0.07,-0.03,0.02,0.04,0.2
01091,11899,10775,-0.03,-0.04,-0.08,-0.13,-0.39,-0.26,-0.07,0.05,0,0,0.01,-0.01,0.09,-0.02,-0.01,-0.09,-0.03,-0.12,-0.05,-0.05,0.01,-0.17,-0.44,-0.4,-0.13,-0.03,0.02,-0.02,0.01,0.05,0.09,-0.02,0.01,0,-0.14,-0.18
01093,15604,15496,0.04,0.14,0.06,-0.06,-0.16,-0.14,0.02,0.08,0.07,0.02,0.02,0.07,0.1,0.06,0.06,0.01,0.04,-0.2,0.1,0.09,0.01,-0.04,-0.12,-0.05,0.01,0.07,0.11,0.12,0.08,0.16,0.12,0.08,0.12,0.01,-0.06,0.05
01095,42043,40312,-0.02,0.14,0.15,0.1,0,0.11,0.2,0.15,0.13,0.08,0.08,0.12,0.1,0.1,0.03,0.04,-0.02,-0.03,-0.04,0.14,0.17,0.16,0.01,0.07,0.29,0.21,0.18,0.11,0.09,0.13,0.17,0.2,0.09,0.07,0.04,-0.08
01097,208565,194843,0,-0.02,-0.05,-0.04,-0.05,-0.06,-0.05,-0.03,-0.03,-0.03,-0.04,-0.03,-0.02,-0.02,-0.03,-0.04,-0.05,-0.11,0.01,-0.03,-0.05,-0.07,-0.13,-0.09,0,0.01,0.02,-0.01,0,0,0,-0.01,-0.02,-0.04,-0.11,-0.12
01099,12672,11764,0.02,-0.05,-0.06,-0.12,-0.32,-0.26,-0.01,0.01,0.03,-0.01,0.04,0.01,0.11,0.06,-0.04,0.05,-0.03,-0.12,0,-0.06,-0.09,-0.1,-0.4,-0.35,-0.01,-0.01,-0.03,0.02,0.02,0.02,0.06,0.09,-0.03,-0.01,-0.06,-0.2
01101,117051,109224,-0.05,-0.07,-0.08,-0.01,0.17,0.02,-0.06,-0.04,-0.05,-0.05,-0.04,-0.04,-0.03,-0.01,-0.03,0.03,0.03,0.06,-0.05,-0.08,-0.07,0,0.2,0.04,0.01,-0.01,-0.06,-0.1,-0.05,-0.05,-0.07,-0.02,-0.03,0.02,0.04,-0.03
01103,56324,54979,0.03,0.08,0.09,-0.03,-0.09,0.04,0.17,0.09,0.04,0.01,0.04,0.01,-0.03,0.03,0.01,0.02,0.03,-0.09,0.04,0.12,0.1,-0.01,-0.13,0.05,0.24,0.14,0.07,0.06,0.04,0.03,-0.04,0.01,0.01,0.01,-0.01,-0.12
01105,6405,5532,-0.04,-0.02,-0.06,-0.01,-0.29,-0.4,-0.33,0.02,-0.08,-0.07,-0.03,0.06,0.08,-0.06,-0.02,-0.17,-0.08,-0.23,-0.01,-0.09,-0.17,-0.02,-0.41,-0.65,-0.27,-0.06,0.04,0.06,0.07,0.1,0.04,0.14,0.05,-0.22,-0.16,-0.17
01107,11069,9968,0.04,0.09,-0.02,-0.05,-0.32,-0.23,0.08,0.02,0,0.07,0.13,0.03,0.03,0.06,-0.1,-0.1,-0.14,-0.18,0.04,0.05,0.02,-0.08,-0.37,-0.28,-0.02,0.04,0.09,0.13,0.05,0.09,0.08,-0.03,-0.04,-0.15,-0.19,-0.28
01109,15566,14253,0.04,-0.09,0.1,0.44,0.84,-0.35,-0.45,0.01,0.09,0.07,0.13,0.08,0.16,0.14,-0.06,-0.01,-0.06,-0.28,-0.03,-0.1,-0.02,0.24,0.59,-0.32,-0.45,0.04,0.16,0.18,0.12,0.21,0.25,0.11,0.17,0,-0.04,0.2
01111,11479,10913,0.1,0.16,0.12,0.07,-0.13,-0.05,0.1,0.16,0.09,0.12,0.15,0.26,0.17,0.16,0.09,0.07,-0.05,-0.08,0.07,0.09,0.19,-0.02,-0.15,-0.12,0.06,0.1,0.12,0.2,0.21,0.23,0.3,0.29,0.06,0.04,-0.09,-0.12
01113,26068,24305,0.03,0.09,-0.04,-0.02,0.03,0.02,-0.06,-0.01,0.05,0.05,0.03,0.01,0.04,0.05,-0.04,0,-0.04,-0.13,0.04,0.06,-0.06,-0.03,-0.12,-0.02,-0.03,0,0,0.06,0,0.05,0.01,0.12,0.06,0.04,0,-0.29
01115,31824,32868,0.15,0.22,0.27,0.11,-0.07,0.18,0.4,0.36,0.3,0.25,0.25,0.26,0.27,0.24,0.07,0.05,0.07,0.07,0.11,0.24,0.24,0.14,0,0.22,0.48,0.33,0.24,0.24,0.22,0.23,0.3,0.29,0.17,0.08,-0.11,-0.19
01117,72466,70637,0.08,0.26,0.21,0.14,0.21,0.57,0.49,0.36,0.26,0.23,0.27,0.24,0.19,0.27,0.27,0.36,0.3,0.77,0.1,0.24,0.22,0.11,0.09,0.55,0.81,0.36,0.28,0.19,0.24,0.24,0.19,0.22,0.32,0.28,0.28,0.35
01119,7987,7010,-0.04,-0.09,-0.09,-0.11,-0.1,-0.44,-0.38,-0.19,-0.02,-0.07,-0.03,0.03,-0.05,-0.09,-0.07,-0.07,-0.13,-0.21,-0.02,-0.07,-0.16,-0.12,-0.24,-0.47,-0.43,-0.18,-0.19,-0.04,0.06,0.12,0.09,0.01,-0.05,-0.09,-0.22,-0.23
01121,40812,40000,-0.02,0.06,0.06,0,-0.18,-0.19,0,0.08,0.07,0.07,0.1,0.15,0.09,0.06,0.04,0.04,0,-0.04,-0.02,0.05,0.06,-0.01,-0.15,-0.11,0.19,0.14,0.15,0.07,0.06,0.12,0.18,0.08,0.03,-0.02,-0.07,-0.12
01123,21622,19948,-0.02,-0.06,0.05,-0.01,-0.25,-0.17,0.03,0.09,0.08,0.05,0.14,0.19,0.16,0.18,-0.01,0.01,0.01,0.02,-0.04,-0.04,0.07,-0.03,-0.28,-0.22,0.07,0.11,0.11,0.11,0.17,0.24,0.19,0.19,0.2,0.15,0.04,0.22
01125,85313,80817,0.01,0.03,0.03,0.51,0.92,-0.18,-0.4,-0.04,0.05,0.02,0.02,-0.01,-0.05,-0.02,-0.02,-0.08,-0.07,-0.14,0.03,0.03,0.01,0.29,0.84,-0.07,-0.4,-0.08,0.01,0.02,0.02,0.02,-0.03,-0.02,-0.03,-0.09,-0.13,-0.23
01127,36204,34184,0.02,0.05,0.07,-0.02,-0.15,-0.12,0.03,0.04,0.03,0.02,0.08,0.11,0.09,0.06,0.09,0.01,-0.02,-0.15,0,0.05,0.04,-0.02,-0.19,-0.1,0.07,0.07,0.07,0.06,0.07,0.03,0.12,0.07,0.1,0.09,-0.14,-0.01
01129,9150,8956,0.13,0.05,0.12,-0.09,-0.29,-0.17,0.07,0.07,0.04,0.09,0.07,0.05,0.02,0.06,0.03,0.03,-0.15,-0.15,0.17,0.09,0.05,-0.06,-0.36,-0.18,0.05,0.08,0.01,0.1,0.12,0.18,0.12,0.07,0.09,0,-0.1,-0.12
01131,7009,6313,-0.03,-0.04,-0.03,-0.13,-0.45,-0.33,-0.08,0.02,0.04,0.11,0.1,0.01,0.12,-0.02,-0.1,-0.2,-0.25,-0.26,0.01,-0.08,-0.12,-0.13,-0.5,-0.43,-0.02,0.07,-0.01,0,0.12,0.16,0.12,0.13,0.12,-0.12,-0.17,-0.3
01133,12541,12161,0.12,0.21,0.08,0.02,-0.13,0.02,0.13,0.16,0.18,0.09,0.11,0.11,0.18,0.04,0.06,-0.02,-0.02,0.08,0.1,0.17,0.18,0.09,-0.13,-0.03,0.18,0.23,0.1,0.16,0.17,0.14,0.23,0.15,0.1,0.02,-0.12,-0.17
02020,129446,134127,0,-0.06,-0.06,-0.04,0.08,0.36,0.19,0.02,-0.02,-0.07,-0.1,-0.14,-0.22,-0.18,-0.04,0.04,0.17,0.87,0,-0.07,-0.06,-0.03,0.12,0.31,0.1,-0.01,-0.05,-0.09,-0.1,-0.16,-0.24,-0.25,-0.16,-0.05,0.01,0.21
02050,7463,8517,-0.22,-0.12,-0.01,-0.12,-0.11,-0.07,0.01,0,-0.04,-0.04,-0.01,-0.13,-0.18,-0.04,-0.21,-0.22,-0.16,-0.35,-0.14,-0.01,0.01,0,-0.12,0.09,0.15,0,0.03,-0.06,-0.06,-0.08,-0.08,-0.26,-0.08,-0.01,0.31,1.15
02060,563,679,-0.29,0.05,-0.17,0,-0.66,-0.11,-0.14,0.01,0.03,-0.12,-0.01,-0.23,-0.37,0.09,-0.7,-0.25,-0.77,-0.61,-0.04,0.16,0.26,-0.21,-0.44,-0.12,-0.46,-0.5,-0.29,-0.35,0.09,-0.34,-0.17,-0.6,-0.23,-0.26,-0.51,-1
02090,40220,44353,-0.02,-0.13,-0.16,-0.17,0.19,0.37,-0.04,-0.14,-0.15,-0.12,-0.15,-0.18,-0.18,-0.21,-0.15,0.03,0.09,0.39,-0.02,-0.12,-0.18,-0.09,0.35,0.38,-0.24,-0.21,-0.19,-0.18,-0.15,-0.17,-0.22,-0.24,-0.18,-0.1,0.01,-0.03
02100,1181,1224,0.14,0.23,0.25,-0.15,-0.47,-0.1,0.64,0.3,0.32,0.14,0.24,0.1,-0.1,0.24,-0.21,-0.05,-0.43,-0.31,0.49,0.54,0.11,-0.04,-0.48,-0.41,0.43,0.32,0.05,0.21,0.09,-0.11,-0.04,-0.07,0.43,-0.09,-0.19,0.38
02110,15418,15810,0.03,0.04,0.01,-0.06,-0.1,0.24,0.46,0.21,0.05,-0.01,-0.07,-0.12,-0.19,-0.17,-0.06,0.02,-0.06,0.23,0.05,0.05,0,-0.04,-0.19,0.22,0.65,0.18,0.06,0.02,-0.04,-0.17,-0.21,-0.23,-0.08,-0.01,-0.15,-0.18
02122,24015,26289,0.05,0.18,0.18,-0.06,-0.42,-0.08,0.56,0.37,0.16,0.15,0.06,0.13,0.04,0.12,0.15,0.1,0.05,1.52,0.05,0.15,0.17,0.02,-0.36,-0.1,0.43,0.33,0.21,0.1,0.03,0.06,0.05,0.04,0.14,0.13,-0.21,0.01
02130,6905,7283,0.03,-0.03,-0.04,-0.2,-0.33,-0.08,0.28,0.02,0,-0.09,-0.06,-0.19,-0.25,-0.13,-0.05,0.06,-0.17,0.05,0,-0.08,-0.13,-0.15,-0.41,-0.18,0.09,0.16,-0.03,-0.09,-0.07,-0.17,-0.21,-0.28,-0.11,-0.09,0.04,-0.06
02150,6621,7514,0.02,-0.12,-0.08,-0.14,-0.24,0.18,0.27,0.04,-0.11,-0.16,-0.12,-0.15,-0.09,-0.07,-0.01,-0.22,-0.09,-0.22,-0.01,-0.12,-0.1,-0.14,-0.06,0.13,-0.02,-0.09,-0.18,-0.22,-0.21,-0.23,-0.19,-0.03,-0.23,-0.02,-0.14,0.18
02170,28711,31352,0.26,0.56,0.43,0.1,-0.32,0.25,1.42,0.89,0.37,0.25,0.13,0.24,0.26,0.26,0.16,0.11,0.31,0.55,0.2,0.5,0.49,0.21,-0.24,0.16,1.58,0.98,0.58,0.27,0.16,0.19,0.19,0.26,0.18,0.17,-0.11,-0.18
02180,4203,4980,-0.25,-0.12,-0.08,-0.16,-0.21,0.07,0.05,0.01,-0.1,0,-0.1,-0.02,-0.07,-0.2,-0.06,-0.06,0.04,-0.01,-0.18,-0.06,-0.06,0,-0.16,0,0.22,0.03,-0.04,0,-0.09,-0.11,-0.11,-0.14,-0.12,0.08,-0.19,0.3
02185,3482,3955,0,0.02,0.02,0,-0.02,0.14,0.28,0.03,0.19,0.1,0.15,-0.01,-0.15,-0.22,-0.03,0.23,0.74,-0.25,0.07,-0.01,0.04,0.08,-0.08,0.49,0.33,0.1,0.09,-0.03,-0.03,-0.17,-0.32,-0.35,-0.27,-0.22,0.07,
02188,3354,3866,-0.1,-0.15,-0.08,-0.06,-0.17,0.1,0.02,-0.01,-0.17,0.06,-0.03,0,-0.06,-0.08,-0.12,-0.21,-0.41,-0.13,0.03,-0.07,-0.08,-0.08,-0.06,0.08,0.32,-0.05,0.06,0.14,0.11,0.02,-0.14,-0.03,-0.29,0.03,-0.02,
02201,2821,3412,0.05,-0.01,-0.05,-0.22,-0.46,0.03,0.12,0.1,-0.07,-0.05,-0.18,-0.12,-0.07,-0.3,-0.2,-0.13,0.13,-0.25,0.09,-0.01,-0.09,-0.06,-0.39,-0.14,0,-0.07,-0.12,-0.1,-0.15,-0.23,-0.23,-0.15,-0.3,-0.22,-0.68,0.92
02220,4348,4567,-0.01,-0.08,-0.09,-0.18,-0.22,0.08,0.21,-0.03,-0.06,-0.09,-0.02,-0.17,-0.12,0.11,-0.1,0.06,0.07,1.24,0.06,-0.13,-0.07,-0.18,-0.2,-0.08,-0.04,-0.13,-0.03,-0.07,-0.14,-0.19,-0.18,-0.02,-0.03,0.18,0.35,0.35
