FIPS,P00_TF_T,P00_TM_T,NMR_TF0,NMR_TF5,NMR_TF10,NMR_TF15,NMR_TF20,NMR_TF25,NMR_TF30,NMR_TF35,NMR_TF40,NMR_TF45,NMR_TF50,NMR_TF55,NMR_TF60,NMR_TF65,NMR_TF70,NMR_TF75,NMR_TF80,NMR_TF85,NMR_TM0,NMR_TM5,NMR_TM10,NMR_TM15,NMR_TM20,NMR_TM25,NMR_TM30,NMR_TM35,NMR_TM40,NMR_TM45,NMR_TM50,NMR_TM55,NMR_TM60,NMR_TM65,NMR_TM70,NMR_TM75,NMR_TM80,NMR_TM85
51043,6349,6303,0.14,0.28,0.08,-0.15,-0.45,-0.2,0.15,0.21,0.16,0.03,0.1,0.07,-0.03,-0.08,-0.09,0.07,-0.01,-0.01,0.23,0.27,0.1,-0.14,-0.25,-0.28,0.04,0.22,0.12,0,0.01,0.09,0.06,-0.03,-0.07,-0.15,-0.11,-0.17
51045,2491,2601,0.23,0.25,0.39,-0.03,-0.17,-0.01,0.51,0.16,0.22,0.14,0.08,0.23,0.19,0.09,-0.05,0.08,-0.22,-0.16,0.19,0.31,0.19,0.09,-0.2,-0.02,0.27,0.35,0.31,0.14,0.21,0.16,0.22,0.2,-0.21,0.01,-0.14,-0.09
51047,16780,17687,0.07,0.16,0.09,0.04,-0.11,0.11,0.21,0.18,0.13,0.08,0.12,0.21,0.13,0.19,0.19,0.07,0.07,0.17,0.12,0.13,0.1,0.08,0.04,0.26,0.41,0.37,0.28,0.2,0.13,0.15,0.18,0.18,0.22,0.17,0.09,0.11
51049,4676,4349,0.16,0.25,0.07,-0.11,-0.11,0.01,0.34,0.18,0.22,0.22,0.23,0.09,0.08,0.24,0.23,-0.12,-0.13,-0.19,0.24,0.15,0.11,-0.01,-0.34,-0.21,0.2,0.37,0.07,0.3,0.22,0.12,0.21,0.36,0.2,0.06,0.14,-0.51
51051,8334,8056,0.1,0.02,0.01,-0.11,-0.38,-0.32,0.01,-0.02,-0.06,-0.06,-0.04,0.01,-0.03,-0.01,-0.03,-0.03,-0.08,-0.21,0.01,0.02,-0.04,-0.1,-0.36,-0.39,-0.11,-0.01,-0.04,0.02,0.06,0.01,-0.01,0.07,0.05,-0.06,-0.06,-0.11
51053,12293,12445,0.14,0.26,0.2,-0.03,-0.27,0,0.24,0.33,0.23,0.23,0.11,0.09,0.09,-0.01,-0.05,0.01,-0.16,-0.27,0.19,0.29,0.2,0.07,-0.19,-0.08,0.24,0.27,0.3,0.3,0.21,0.1,0.11,0.05,-0.04,-0.1,-0.18,-0.18
51057,5228,4818,0.06,0.21,0.33,-0.1,-0.21,0.08,0.26,0.14,0.24,0.2,0.21,0.15,0.18,0.26,0.05,0.24,-0.03,-0.17,0.01,0.08,0.16,0.03,-0.28,-0.06,0.39,0.26,0.1,0.33,0.2,0.23,0.16,0.35,0.23,0.17,0.17,-0.19
51061,27752,27489,0.15,0.21,0.11,-0.04,-0.33,-0.09,0.34,0.22,0.12,0.09,0.05,0.02,0,-0.03,-0.04,0.06,0.2,0.7,0.14,0.18,0.06,-0.04,-0.37,-0.24,0.15,0.21,0.16,0.02,0.09,0,-0.07,-0.07,-0.07,0.09,-0.05,0.42
51063,6994,6888,0.13,0.3,0.31,0,-0.22,0.08,0.38,0.29,0.15,0.15,0.22,0.21,0.14,0.1,0,0.04,0,0.01,0.14,0.37,0.24,0.13,-0.19,0.11,0.28,0.21,0.27,0.1,0.2,0.18,0.19,0.23,0.01,0.11,-0.02,0.06
51065,10668,9393,0.24,0.45,0.3,0.21,0.2,0.8,1.49,0.89,0.67,0.71,0.57,0.65,0.85,0.78,0.33,0.09,0.05,0.52,0.21,0.42,0.37,0.09,-0.14,0.43,0.66,0.53,0.44,0.33,0.32,0.54,0.77,1.14,0.71,0.18,0.07,0.5
51067,23830,23496,0.11,0.26,0.22,0.19,-0.05,-0.16,0.11,0.27,0.19,0.17,0.28,0.28,0.26,0.18,0.07,0.03,0.02,0.12,0.12,0.28,0.19,0.2,0.07,-0.18,0.01,0.24,0.28,0.21,0.22,0.27,0.32,0.3,0.17,0.06,0,-0.15
51069,29422,29794,0.11,0.32,0.22,0.08,-0.14,0.23,0.51,0.36,0.21,0.16,0.12,0.1,0.16,0.15,0.09,0.06,0.15,0.51,0.15,0.31,0.29,0.07,-0.16,0.08,0.57,0.42,0.26,0.22,0.1,0.11,0.13,0.14,0.09,0.08,0.16,0.61
51071,8442,8161,0.01,0.1,0.07,-0.02,-0.21,-0.06,0.04,0.18,0.03,0.03,0.07,0.04,0.04,0.03,-0.01,-0.09,-0.08,-0.27,0.04,0.1,0.1,0,-0.28,-0.16,0.14,0.08,0.16,0.02,-0.04,0.06,0.09,0.04,0,0.04,-0.21,-0.14
51073,17606,17224,0.15,0.17,0.18,-0.01,-0.32,-0.02,0.34,0.25,0.16,0.03,0.04,0.13,0.21,0.16,0.05,0.12,-0.02,0.63,0.08,0.25,0.14,-0.02,-0.32,-0.1,0.46,0.29,0.15,0.04,0.05,0.07,0.1,0.21,0.08,-0.04,-0.01,0.21
51075,8308,8633,0.12,0.07,0.12,-0.11,-0.26,0.05,0.46,0.13,0.1,0.09,0.26,0.21,0.01,0.02,0.03,-0.02,-0.01,0.34,0.05,0.15,0.14,0.12,-0.11,0.15,0.61,0.49,0.16,0.12,0.18,0.21,0.06,0.02,0.05,0.09,-0.11,0.08
51077,8580,9415,0.07,0.27,0.04,-0.05,-0.23,-0.17,0.1,0.07,0.1,0.08,0.15,0.1,0.1,0.06,0.06,-0.02,-0.1,-0.03,0.06,0.05,0.04,-0.03,0.26,0.29,0.42,0.44,0.31,0.18,0.16,0.21,0.21,0.18,0.21,0.03,-0.1,-0.12
51079,7616,7587,0.12,0.29,0.36,0.04,0,0.75,0.95,0.47,0.23,0.26,0.18,0.44,0.12,0.26,0.09,0.18,0.62,3.31,0.09,0.21,0.33,0.14,-0.17,0.48,1.09,0.64,0.29,0.27,0.14,0.25,0.3,0.21,0.25,0.12,0.18,1.67
51081,4411,7450,-0.19,-0.09,0.03,-0.13,-0.45,-0.42,0.09,0.09,-0.03,0.04,-0.07,0.07,-0.09,-0.06,-0.08,-0.16,-0.23,-0.31,-0.08,-0.11,0.02,-0.14,0.29,1.16,2.05,2.97,1.75,1.11,0.63,0.33,0.19,0.1,0.08,-0.02,-0.4,-0.3
51083,19379,18059,0.03,0.09,0.02,-0.12,-0.33,-0.19,0.03,0.11,0.07,0.06,0.11,0.1,0.11,0.06,0.07,0.06,0.04,-0.02,0.07,0.06,0.06,-0.09,-0.31,-0.2,0.05,0.12,0.12,0.08,0.06,0.07,0.18,0.17,0.11,0.09,-0.01,0.1
51085,43454,42681,0.18,0.51,0.48,0.21,-0.11,-0.03,0.54,0.68,0.47,0.29,0.16,0.09,0.04,0.1,0.07,0.14,0.15,0.54,0.17,0.46,0.47,0.42,-0.14,-0.13,0.4,0.66,0.49,0.31,0.24,0.08,0.08,0.04,0.03,0.1,0,0.35
51087,138929,124945,0.12,0.13,0.09,0.02,0.25,0.6,0.23,0.04,0.05,0.08,0.02,-0.02,0.01,0.01,0.07,0.16,0.19,0.64,0.08,0.13,0.11,-0.01,0.12,0.51,0.39,0.08,0.06,0.07,0.02,-0.04,-0.04,0,0,0.11,0.13,0.61
51089,29432,28584,0.08,0.03,-0.03,-0.08,-0.19,-0.12,-0.01,-0.02,-0.03,-0.01,-0.02,-0.04,0.01,-0.04,-0.01,-0.07,-0.06,-0.24,0.01,0.06,0.04,-0.05,-0.18,-0.06,0.05,-0.03,0.01,0,0.01,-0.03,-0.02,0.02,-0.05,-0.03,-0.17,-0.17
51091,1273,1257,0.16,0.18,0.02,-0.08,-0.66,-0.16,0.32,0.18,-0.05,0.09,0.12,0.3,0.19,0.09,0.01,-0.09,-0.24,0.1,0.16,0.45,0.2,-0.25,-0.54,-0.29,0.25,0.03,0.07,0.13,0.06,0.16,0.19,0,0.28,0.16,-0.05,-0.5
51093,15138,14774,0.08,0.18,0.1,-0.06,-0.22,-0.02,0.26,0.22,0.23,0.19,0.21,0.12,0.2,0.14,0.06,0,0.12,0.19,0.11,0.16,0.15,-0.03,-0.22,-0.21,0.2,0.23,0.23,0.14,0.18,0.21,0.18,0.17,0.08,0.06,0,0.09
51095,24573,23453,0.28,0.34,0.32,0.07,-0.08,0.09,0.25,0.25,0.29,0.24,0.32,0.43,0.58,0.52,0.4,0.43,0.38,0.88,0.23,0.33,0.24,0.08,-0.02,0.12,0.22,0.25,0.24,0.19,0.23,0.32,0.54,0.66,0.59,0.46,0.31,0.58
51097,3374,3285,0.01,-0.08,-0.1,-0.09,-0.3,-0.11,-0.05,0.1,0.14,0.18,0.16,0.09,0.12,0.02,-0.04,0,0.04,0.19,0.13,0,-0.08,-0.11,-0.25,-0.3,-0.08,0.08,0.14,0.07,0.24,0.4,0.09,0.29,0.09,-0.03,0.15,0.09
51099,8366,8580,0.14,0.23,0.02,-0.08,-0.14,0.22,0.31,0.16,0.25,0.18,0.09,0.07,0.15,0.08,-0.09,0.01,0.23,0.14,0.07,0.23,0.14,0.15,-0.03,0.18,0.24,0.11,0.18,0.19,0.05,0.07,0.07,0.03,0.04,0.03,0.12,0.37
51101,6653,6569,0.11,0.12,0.04,-0.06,-0.29,0.27,0.54,0.26,0.2,0.09,0.13,0.16,0,0.15,0.06,-0.07,-0.07,0.11,0.09,0.19,0.15,-0.02,-0.4,0.08,0.51,0.44,0.2,0.19,0.14,0.18,0.07,0.23,-0.08,0.03,0.06,-0.12
51103,6148,5440,-0.07,0.08,0.13,-0.12,-0.41,-0.28,0.15,0.26,0.22,0.17,0.37,0.52,0.48,0.2,0.11,0.14,0.15,0.58,-0.09,0.07,0.13,-0.12,-0.43,-0.43,0.01,0.14,0.11,0.2,0.23,0.58,0.69,0.55,0.3,0.14,0.03,0.14
51105,12005,11428,0.03,0.1,0.01,-0.16,-0.36,-0.22,0.04,-0.04,-0.04,-0.01,0.04,0,0.08,0.03,-0.07,-0.08,-0.1,-0.29,0.2,0.03,-0.02,-0.1,-0.3,-0.27,0.09,0.05,-0.02,0.03,0.01,0.07,0.17,0.12,0.05,-0.01,-0.16,-0.18
51107,85378,84533,0.29,0.71,0.53,0.28,0.26,1.42,2.12,1.15,0.71,0.45,0.33,0.23,0.12,0.17,0.37,0.6,0.82,1.72,0.29,0.67,0.56,0.32,0.17,1.13,2.05,1.24,0.72,0.5,0.36,0.21,0.07,0.02,0.12,0.53,0.81,2.19
51109,12964,12792,0.12,0.16,0.2,0.02,-0.17,0.06,0.43,0.37,0.27,0.29,0.3,0.32,0.26,0.29,0.07,0.01,0,-0.08,0.03,0.12,0.25,0.05,-0.22,-0.06,0.38,0.51,0.32,0.28,0.32,0.35,0.35,0.26,0.11,0.01,-0.08,0.01
51111,6113,7176,0.15,0.19,0.09,-0.11,-0.31,-0.27,0.1,0.09,0.04,0.13,0.17,0.15,0.19,0.2,0.04,0,-0.04,-0.25,0.18,0.26,0.06,0,-0.03,0.17,0.95,0.84,0.66,0.27,0.37,0.18,0.35,0.14,0.26,0,-0.05,-0.01
51113,6393,6158,0.21,0.15,0.05,-0.05,-0.34,-0.14,0.16,0.07,0.15,0.05,0.13,0.07,0.04,-0.12,-0.06,-0.06,0.04,0.04,0.2,0.06,0.02,-0.13,-0.33,-0.18,0.09,0.1,0.11,0.07,0.05,0.13,0.11,0.08,0.04,-0.09,-0.27,-0.16
51115,4737,4475,0.22,0.5,0.23,0.07,-0.39,-0.23,0.29,0.36,0.22,0.29,0.37,0.42,0.42,0.17,0.02,-0.01,-0.08,0.31,0.14,0.13,0.41,0.02,-0.32,-0.26,0.04,0.32,0.33,0.25,0.2,0.4,0.61,0.42,0.14,0.07,-0.06,0.03
51117,16316,16337,0,0.11,0.08,-0.07,-0.26,-0.1,0.05,0.16,0.1,0.13,0.18,0.33,0.31,0.17,0.09,0.04,-0.04,-0.05,-0.01,0.09,0.07,-0.03,-0.11,0.07,0.32,0.24,0.15,0.17,0.17,0.29,0.44,0.39,0.26,0.04,-0.07,-0.14
51119,5118,4818,0.11,0.21,0.28,-0.07,-0.4,-0.15,0.27,0.31,0.29,0.42,0.43,0.47,0.56,0.31,0.04,0.06,0.05,-0.1,0.11,0.23,0.2,-0.01,-0.29,-0.09,0.34,0.04,0.19,0.35,0.41,0.6,0.74,0.45,0.42,0.02,0.01,-0.25
51121,39595,44039,0.02,-0.03,-0.05,1.51,3.58,-0.35,-0.61,-0.21,-0.12,-0.04,-0.04,-0.05,-0.01,0.04,0.05,0.11,0.13,0.04,0.03,-0.02,-0.05,1.91,5.24,-0.34,-0.68,-0.31,-0.16,-0.07,0,-0.02,-0.01,-0.01,0.03,0.06,0.04,0.15
51125,7321,7061,-0.09,0.18,0.04,-0.09,-0.28,-0.08,0.26,0.23,0.17,0.22,0.3,0.31,0.36,0.2,0.2,-0.01,-0.02,0.02,0.02,0.15,0.13,0.03,-0.33,-0.25,0.11,0.13,0.14,0.19,0.22,0.31,0.53,0.35,0.25,-0.08,0,0
51127,6610,6906,0.12,0.27,0.32,0.12,-0.31,-0.03,0.76,0.49,0.33,0.13,0.2,0.16,0.11,0.02,-0.1,0.07,0.1,0.08,0.03,0.2,0.35,0.23,-0.2,-0.09,0.64,0.65,0.44,0.19,0.13,0.18,0.14,0.11,0.03,0.03,-0.22,0.35
51131,6910,6221,-0.01,-0.01,-0.04,-0.25,-0.36,-0.25,0.03,-0.04,-0.01,0.08,0.2,0.28,0.18,0.17,0,0.08,-0.01,-0.07,-0.05,-0.11,-0.01,-0.11,-0.38,-0.27,0,0.01,0.05,0.07,0.16,0.27,0.31,0.34,0.27,0.05,-0.01,-0.14
51133,6352,5907,0.08,0.14,0.06,-0.12,-0.33,-0.17,0.3,0.21,0.19,0.4,0.45,0.86,0.87,0.42,0.14,-0.06,-0.11,0.15,0.09,0.23,0.22,0.06,-0.43,-0.28,0.23,0.17,0.2,0.19,0.5,0.82,1.23,0.92,0.28,0.11,-0.17,0.19
51135,7582,8327,0.04,0.06,0.15,-0.09,-0.26,-0.11,-0.04,0.22,0.07,0.02,0.08,0.11,0.08,0.13,0.15,-0.02,0.04,0.06,0.04,0.12,0.19,-0.02,0.17,0.4,0.21,-0.01,-0.07,-0.06,-0.1,0,0.06,0.2,0.08,0.14,-0.01,0.83
51137,13275,12644,0.05,0.15,0.18,-0.03,-0.23,0.02,0.34,0.28,0.18,0.15,0.25,0.3,0.51,0.39,0.2,0,-0.01,0.47,0.07,0.23,0.16,-0.07,-0.22,0.03,0.39,0.41,0.22,0.15,0.08,0.26,0.4,0.63,0.36,0.05,0.02,0.26
51139,11730,11411,0.15,0.15,0.03,0,-0.14,0.02,0.14,0.09,0.04,0.03,0.06,0.12,0.11,0.05,-0.02,-0.02,-0.12,-0.09,0,0.25,0.08,0.01,-0.12,-0.04,0.17,0.07,0.06,0.05,0.05,0.04,0.09,0.13,0.08,0,-0.18,-0.16
51141,9813,9634,0.22,0.43,0.12,0.02,-0.16,0.05,0.19,0.17,0.14,0.19,0.13,0.08,0.11,0.1,0.03,-0.04,0.07,-0.01,0.18,0.35,0.21,0.05,-0.06,-0.03,0.17,0.17,0.14,0.14,0.16,0.15,0.1,0.15,0.14,0.07,-0.08,0.08
51143,31375,30517,0.09,0.46,0.14,0.01,-0.24,-0.06,0.15,0.2,0.1,0.12,0.08,0.12,0.09,0.07,-0.01,-0.01,-0.05,-0.16,0.08,0.41,0.14,0.01,-0.25,-0.13,0.17,0.24,0.08,0.12,0.12,0.14,0.11,0.14,0.07,-0.02,-0.09,-0.16
51145,9964,12473,0.16,0.48,0.51,0.29,-0.24,0.25,1.01,0.68,0.54,0.44,0.34,0.32,0.3,0.14,0.13,0.11,0.08,0.4,0.08,0.42,0.47,0.94,0.44,0.35,0.83,0.3,0.16,0.17,0.15,0.17,0.18,0.05,0.1,0.01,0.28,0.35
51147,9988,9775,-0.08,0.1,0.05,1.5,1.45,-0.63,-0.56,0.1,0.12,0.16,0.17,0.25,0.14,0.16,0.03,0.2,0.12,0.68,0.03,-0.03,0.17,1.31,1.75,-0.54,-0.61,0.15,0.25,0.17,0.18,0.2,0.23,0.15,0.14,0.15,0.31,0.75
51149,15173,18242,0.1,0.2,0.06,0.13,0.13,-0.03,0.15,0.13,-0.01,-0.01,0.01,-0.05,-0.01,-0.05,-0.02,-0.01,0,-0.25,0.2,0.2,0.13,0.5,0.86,0.28,0.05,0.07,-0.03,-0.08,-0.07,-0.13,-0.05,-0.09,-0.16,-0.14,-0.19,-0.25
51155,17585,17376,0.08,0.19,-0.05,-0.07,-0.18,-0.1,-0.05,-0.01,0,0.06,0.03,0.08,0.02,0.01,-0.01,-0.02,-0.07,-0.25,0.2,0.12,-0.03,-0.05,-0.11,-0.04,0.04,0.06,0.08,0.03,0.03,0.09,0.08,0.06,0,-0.02,-0.07,-0.3
51157,3473,3479,-0.07,0.24,0.1,-0.08,-0.42,-0.19,0.13,0.07,0.24,0.05,0.23,0,0.07,-0.02,-0.11,-0.14,-0.3,0.17,-0.06,-0.02,0.01,-0.06,-0.37,-0.27,-0.02,0.06,0.13,0.1,0.22,0.15,0.08,0.01,-0.13,0.13,-0.29,-0.23
51159,3844,5074,-0.05,0.01,-0.05,0,-0.36,-0.04,0.07,-0.04,0.12,0.21,0.04,0.12,0.26,0.14,0.26,0.06,0.39,0.36,0.01,0.12,0.06,-0.02,0.43,0.98,0.95,0.93,0.95,0.67,0.23,0.39,0.26,0.38,0.23,0.19,0.02,0
51161,44773,40591,0.29,0.55,0.29,0.08,-0.19,-0.21,0.06,0.25,0.14,0.05,-0.01,-0.08,-0.03,0.02,0.09,0.16,0.19,0.44,0.36,0.58,0.28,0.01,-0.37,-0.18,0.18,0.22,0.17,0.08,-0.02,-0.06,-0.07,-0.03,-0.01,0.02,0.04,-0.01
51163,10290,10449,0.16,0.41,0.11,0,-0.06,0.03,0.09,0.16,0.16,0.18,0.17,0.2,0.15,0.02,0.02,-0.12,-0.15,-0.03,0.17,0.48,0.23,0.11,0.18,-0.13,-0.06,0.15,0.17,0.18,0.16,0.14,0.18,0.21,0.03,0.05,-0.16,-0.33
51165,34169,33487,0.06,0.21,0.18,0.13,-0.02,0.04,0.15,0.22,0.15,0.12,0.06,0.05,0.1,0.08,0.07,0.09,0.05,-0.03,0.04,0.17,0.2,0.15,0.01,-0.02,0.1,0.2,0.15,0.14,0.08,0.04,0.07,0.09,0.07,0.09,-0.01,0.03
51167,14764,15372,0.08,0.13,0.07,-0.1,-0.26,-0.1,0.07,0.03,-0.05,0.02,0.01,0.04,0.03,0.06,-0.03,-0.01,-0.1,0.1,0.04,0.1,0.04,0.01,-0.04,0.1,0.36,0.2,0.08,0.04,0.08,0.07,0.06,0.09,-0.01,0.06,-0.05,-0.08
51169,12039,11351,0.01,0.09,0.09,0.01,-0.19,-0.14,0.01,0.04,0.11,0.05,0.03,0.01,0.05,0.08,0.03,0.04,-0.02,-0.01,0.04,0.09,0.13,-0.01,-0.23,-0.23,0.05,0.07,0.08,0.1,0.06,0.09,0.08,0.13,0.04,0.07,0.02,-0.04
51171,17901,17174,0.08,0.17,0.13,-0.03,-0.23,0.07,0.14,0.1,0.15,0.12,0.07,0.23,0.16,0.15,0.14,0.04,0,-0.03,0.04,0.11,0.09,0,-0.16,0.02,0.12,0.17,0.1,0.11,0.13,0.2,0.18,0.29,0.17,0.03,0.03,-0.22
51173,16970,16098,0.04,0.1,0.01,0.01,-0.11,-0.16,-0.03,-0.01,0.04,0.03,0.08,0.05,0.06,0.04,-0.02,0.01,0.04,-0.05,0.03,0.07,0.03,-0.03,-0.14,-0.13,0.04,0.05,0.04,0.09,0.07,0.1,0.1,0.08,0.02,0.08,0.02,-0.21
51177,45581,44905,0.31,0.73,0.51,0.19,-0.01,0.46,0.92,0.62,0.41,0.27,0.3,0.31,0.39,0.47,0.32,0.49,0.62,2.15,0.26,0.79,0.49,0.22,-0.05,0.28,1,0.64,0.46,0.3,0.24,0.27,0.28,0.37,0.35,0.36,0.25,1.42
51179,45767,46943,0.27,0.72,0.57,0.28,-0.09,0.3,0.87,0.76,0.61,0.28,0.11,0.01,0.01,0.04,0.08,0.14,0.34,0.91,0.21,0.68,0.57,0.3,0.1,0.18,0.16,0.54,0.62,0.32,0.11,0.01,-0.06,-0.03,-0.01,0.02,0.09,0.61
51181,3504,3379,0.19,0.08,0.14,0,-0.33,-0.27,0.15,0.16,0.17,0.03,0.17,0.34,0.16,0.08,0.1,-0.09,-0.18,-0.28,0.29,0.08,0.09,-0.07,-0.31,-0.35,0.14,0.22,0.18,0.19,0.09,0.25,0.26,0.2,0.05,-0.05,-0.14,0.73
51183,5291,7483,0.13,-0.08,-0.12,-0.19,-0.28,-0.24,-0.1,0.03,0.05,-0.03,0.05,0.09,0.19,-0.04,-0.02,0.14,0,0.1,-0.01,0.02,-0.09,0.02,0.72,1.2,1.12,1.13,0.82,0.62,0.48,0.24,0.16,-0.01,0.04,0.31,-0.26,-0.02
51185,23026,21424,0,0,-0.03,-0.07,-0.29,-0.24,-0.06,0.01,0,0.01,0.02,0.04,0.05,0.02,-0.02,0.03,-0.04,-0.02,-0.01,-0.02,-0.04,-0.07,-0.29,-0.31,-0.04,0.03,0,0,0.02,0.02,0.05,0.08,0.06,0.08,0.02,-0.03
51187,15968,15631,0.06,0.15,0.1,0.05,0.01,0.19,0.25,0.2,0.19,0.16,0.23,0.11,0.12,0.09,0.03,0.05,-0.06,-0.06,0.06,0.07,0.08,0.06,-0.01,0.07,0.29,0.28,0.17,0.23,0.13,0.19,0.14,0.24,0.02,0.08,-0.01,-0.11
51191,26078,24841,-0.03,0.14,0.19,0.17,-0.02,-0.07,0.07,0.17,0.19,0.11,0.1,0.09,0.12,0.1,0.08,0.05,-0.01,0.01,0.03,0.18,0.15,0.16,0.02,-0.12,0.02,0.22,0.23,0.1,0.1,0.14,0.14,0.09,0.14,0.03,-0.07,0.07
51193,8614,8118,0,-0.07,0.1,-0.06,-0.26,-0.15,0.02,0.01,0.11,0.24,0.24,0.36,0.37,0.21,-0.03,-0.08,-0.19,-0.06,-0.04,-0.02,0.03,-0.06,-0.27,-0.24,0.01,0.07,0.16,0.11,0.28,0.29,0.39,0.52,0.29,-0.06,-0.19,-0.14
51195,20351,19541,-0.02,-0.04,0,0.05,-0.17,-0.2,-0.01,0.02,0.01,-0.04,0.01,0.02,-0.02,0.01,0.02,0.01,-0.07,-0.07,-0.06,-0.05,-0.01,0.07,-0.13,-0.28,-0.05,0.03,0.08,0.03,0.03,0.02,0.03,0.08,0.07,0.11,0.11,0.11
51197,14283,13203,0.06,0.12,0.1,0,-0.11,0,0.1,0.13,0.06,0.11,0.09,0.11,0.15,0.11,0.06,-0.05,0.11,0.19,0.05,0.14,0.06,0.01,-0.16,-0.02,0.24,0.08,0.1,0.12,0.14,0.13,0.15,0.17,0.17,0.02,0.01,-0.07
51199,28446,27858,0.42,0.81,0.64,0.06,-0.37,-0.12,0.73,0.72,0.45,0.18,0.04,0.03,-0.01,0.11,0.12,0.14,0.09,0.67,0.29,0.88,0.59,0.13,-0.34,-0.2,0.3,0.7,0.46,0.13,0.03,0,0,0.02,0.02,0.09,0.13,0.96
51510,66716,63839,-0.19,-0.39,-0.32,-0.07,1.61,3.01,0.34,-0.29,-0.24,-0.14,-0.05,-0.04,-0.14,-0.15,-0.11,-0.05,-0.08,-0.09,-0.21,-0.42,-0.3,0.02,1.46,2.5,0.62,-0.18,-0.22,-0.16,-0.09,-0.1,-0.21,-0.26,-0.21,-0.11,-0.04,0.04
51520,9445,7852,0.27,-0.03,-0.16,-0.03,0.08,-0.17,-0.19,-0.15,-0.08,-0.06,0.04,-0.01,0.08,0.07,0.09,0.06,0,-0.17,0.28,-0.05,-0.05,-0.19,-0.18,-0.18,-0.08,-0.06,-0.11,-0.02,-0.02,-0.05,0.05,0.08,0.18,0.12,0.19,-0.04
51530,3370,2950,0.09,-0.02,0.24,0.43,0.13,-0.53,-0.16,0.01,-0.04,-0.04,0.03,-0.03,0.08,0.04,-0.02,0.07,-0.08,0.17,0.04,-0.17,0.07,0.17,-0.08,-0.19,0.08,-0.06,-0.01,-0.02,-0.02,-0.01,0.02,0.01,0.16,0.19,0.03,0.09
51540,23919,21350,-0.15,-0.31,-0.3,2.16,4.84,0.29,-0.61,-0.41,-0.27,-0.18,-0.06,-0.08,-0.06,-0.01,0.02,-0.03,-0.08,-0.17,-0.12,-0.29,-0.28,1.37,4.38,0.44,-0.63,-0.44,-0.32,-0.18,-0.08,-0.06,-0.01,-0.09,-0.01,0.11,0.06,0.08
51550,102214,98469,0.09,0.22,0.25,0.09,-0.09,0.2,0.49,0.37,0.25,0.13,0.08,0.08,0.09,0.13,0.18,0.27,0.3,0.49,0.09,0.22,0.26,0.14,-0.06,0.08,0.38,0.32,0.22,0.13,0.04,0.04,0.02,0.09,0.09,0.15,0.29,0.47
51560,2381,1910,-0.09,0.21,-0.05,-0.1,-0.33,-0.03,0.06,-0.12,0.07,-0.18,0.18,0.09,0.2,0.16,0.15,0.29,0.05,0.23,-0.13,-0.01,-0.11,-0.16,-0.39,-0.28,-0.01,-0.04,-0.02,-0.05,-0.05,0.02,0.06,0.3,0.15,0.27,0.36,0.58
51570,8892,7910,-0.43,-0.03,0.2,0.07,-0.02,-0.09,0.1,0.13,0.11,0,-0.1,-0.1,-0.03,-0.04,0.14,0.06,0.18,0.77,-0.42,-0.13,0.33,0.09,0.09,-0.09,-0.08,0.11,0.1,-0.01,-0.07,-0.08,-0.08,-0.03,-0.03,0.08,0.11,0.87
51590,26322,22572,0,-0.23,-0.13,-0.08,-0.12,-0.2,-0.17,-0.13,-0.08,-0.08,-0.04,-0.05,-0.04,-0.01,-0.02,0,-0.07,-0.04,0,-0.2,-0.12,-0.14,-0.21,-0.26,-0.15,-0.16,-0.09,-0.04,-0.07,-0.04,-0.06,-0.03,0,0.02,-0.05,-0.09
51595,3090,2652,0.1,-0.05,0.06,0.17,0.03,0.05,-0.01,0.2,0.08,-0.01,0.15,0.22,0.17,0.26,0.21,0.32,0.48,0.79,0.22,-0.06,-0.08,-0.03,-0.28,-0.04,0.16,0.06,0.02,0.03,0.06,0.29,0.18,0.55,0.39,0.17,0.55,0.8
51610,5285,5065,-0.3,-0.4,0.2,0.06,-0.14,0.52,0.14,0.12,0.15,0.16,-0.03,-0.1,-0.31,-0.28,-0.16,-0.02,-0.23,-0.32,-0.27,-0.33,0.3,0.15,-0.31,0.69,0.38,0.12,-0.01,0.08,-0.02,-0.1,-0.12,-0.31,-0.28,-0.06,0.09,-0.19
51630,10545,8822,-0.36,-0.63,-0.36,1.68,2.98,-0.32,-0.65,-0.39,-0.1,0.01,0.05,-0.01,-0.05,0.14,0.17,0.05,-0.05,-0.2,-0.35,-0.69,-0.38,0.48,2.31,-0.01,-0.43,-0.41,-0.22,-0.05,0,0.02,0.05,-0.02,0.03,0.04,0.27,-0.2
51650,74043,74766,-0.04,-0.11,-0.1,0.15,0.46,-0.04,-0.2,-0.08,-0.04,-0.02,-0.04,-0.07,-0.07,-0.05,-0.01,-0.04,0.01,0,-0.06,-0.09,-0.11,0.02,0.59,0.24,-0.11,0.04,-0.01,-0.03,-0.09,-0.07,-0.11,-0.08,-0.11,-0.03,-0.13,-0.17
51660,21228,19431,0.1,-0.05,-0.03,4.42,8.93,-0.57,-0.75,-0.19,0.07,0.05,0.01,0.09,0.01,0.07,0.22,0.36,0.46,0.4,0.05,-0.04,0.09,2.75,7.55,-0.32,-0.67,-0.17,0.03,0.11,0.06,0.06,0.15,0.16,0.17,0.44,0.57,1.16
